OU_ID,FACILITY_NAME,TYPE,ADDRESS_1,ADDRESS_2,ADDRESS_3,PCODE,STATE,TELEPHONE,FAX,SUPERIOR_ORG_ID,SUPERIOR_ORG_NAME,LATITUDE,LONGITUDE
240055,MOSS VALE POST SHOP,RP,,9-15 CLARENCE ST,MOSS VALE NSW,2577,NSW,02 4860 4933,02 4860 4934,215570,SYDNEY SOUTH RETAIL NETWK,,
240127,MOUNT DRUITT POST SHOP,RP,WESTFIELD MOUNT DRUITT,SHOP 33-34 CARLISLE AVENUE,MOUNT DRUITT NSW,2770,NSW,02 9208 6706,02 9208 6707,214033,SYDNEY WEST RETAIL NETWORK,,
240282,MUDGEE POST SHOP,RP,,80 MARKET STREET,MUDGEE NSW,2850,NSW,02 6378 2021,02 6378 2020,217808,HUNTER/MID WEST RETAIL NETWORK,,
240354,MULLUMBIMBY POST SHOP,RP,,89-91 DALLEY STREET,MULLUMBIMBY NSW,2482,NSW,02 6684 2690,02 6684 1974,218827,COUNTRY NORTH RETAIL NETWORK,,
240565,MURWILLUMBAH POST SHOP,RP,,118-124 MAIN STREET,MURWILLUMBAH NSW,2484,NSW,02 6670 2030,02 6670 2032,218827,COUNTRY NORTH RETAIL NETWORK,,
240573,MUSWELLBROOK POST SHOP,RP,,7 BRIDGE STREET,MUSWELLBROOK NSW,2333,NSW,02 6549 3110,02 6549 3111,217808,HUNTER/MID WEST RETAIL NETWORK,,
240629,NAMBUCCA HEADS,RP,,4 BOWRA STREET,NAMBUCCA HEADS NSW,2448,NSW,02 6598 7320,02 6598 7322,218827,COUNTRY NORTH RETAIL NETWORK,,
240717,NAROOMA POST SHOP,RP,,106 WAGONGA STREET,NAROOMA NSW,2546,NSW,02 4476 2049,02 4476 2949,219264,COUNTRY STH NSW/ACT,,
240725,NARRABEEN POST SHOP,RP,,1360 PITTWATER ROAD,NARRABEEN NSW,2101,NSW,02 9450 7256,02 9450 7608,214631,SYDNEY NORTH NETWORK,,
240768,NARRABRI POST SHOP,RP,,140 MAITLAND STREET,NARRABRI NSW,2390,NSW,02 6799 5999,02 6799 5990,218827,COUNTRY NORTH RETAIL NETWORK,,
240792,NARRANDERA POST SHOP,RP,,140 EAST ST,NARRANDERA  NSW,2700,NSW,02 6959 2106,02 6959 2644,219264,COUNTRY STH NSW/ACT,,
240813,NARROMINE POST SHOP,RP,,74 DANDALOO STREET,NARROMINE NSW,2821,NSW,02 6889 1110,02 6889 2276,217808,HUNTER/MID WEST RETAIL NETWORK,,
241031,NELSON BAY POST SHOP,RP,,97 MAGNUS STREET,NELSON BAY NSW,2315,NSW,02 4980 6080,02 4980 6081,217808,HUNTER/MID WEST RETAIL NETWORK,,
241082,NEUTRAL BAY JUNCTION POST SHOP,RP,,135 MILITARY ROAD,NEUTRAL BAY NSW,2089,NSW,02 9448 5701,02 9448 5705,214631,SYDNEY NORTH NETWORK,,
241146,NEWCASTLE POST SHOP,RP,GROUND FLOOR,1 MARKET STREET,NEWCASTLE NSW,2300,NSW,02 4974 5910,02 4974 5913,217808,HUNTER/MID WEST RETAIL NETWORK,,
241197,NEWPORT BEACH POST SHOP,RP,,31 FOAMCREST AVENUE,NEWPORT BEACH NSW,2106,NSW,02 9979 9619,02 9979 5634,214631,SYDNEY NORTH NETWORK,,
241218,NEWTOWN POST SHOP,RP,,292 KING STREET,NEWTOWN NSW,2042,NSW,02 8512 4116,02 8512 4118,215132,SYDNEY EAST RETAIL NETWORK,,
241322,NORTHBRIDGE POST SHOP,RP,,SHOP 1 115 SAILORS BAY ROAD,NORTHBRIDGE NSW,2063,NSW,02 9941 3543,02 9941 3546,214631,SYDNEY NORTH NETWORK,,
241517,NORTH PARRAMATTA POST SHOP,RP,,405 CHURCH ST,NORTH PARRAMATTA NSW,2151,NSW,02 9865 8781,02 9865 8782,214033,SYDNEY WEST RETAIL NETWORK,,
241525,BAULKHAM HILLS BC,RP,,26 BROOK HOLLOW AVENUE,BAULKHAM HILLS NSW,2153,NSW,02 9204 4523,02 9204 4526,214033,SYDNEY WEST RETAIL NETWORK,,
241613,NORTH SYDNEY POST SHOP,RP,,92 PACIFIC HIGHWAY,NORTH SYDNEY NSW,2060,NSW,02 9941 7831,02 9941 7836,214631,SYDNEY NORTH NETWORK,,
242018,ORANGE POST SHOP,RP,,222 SUMMER STREET,ORANGE NSW,2800,NSW,02 6392 8551,02 6392 8555,217808,HUNTER/MID WEST RETAIL NETWORK,,
242114,PADDINGTON POST SHOP,RP,,246 OXFORD STREET,PADDINGTON NSW,2021,NSW,02 8374 7164,02 8374 7160,215132,SYDNEY EAST RETAIL NETWORK,,
242210,PANANIA POST SHOP,RP,PANANIA SHOPPING CENTRE,65 ANDERSON AVENUE,PANANIA NSW,2213,NSW,02 9205 5154,02 9205 5155,215570,SYDNEY SOUTH RETAIL NETWK,,
242229,PARKES POST SHOP,RP,,34-36 WELCOME STREET,PARKES NSW,2870,NSW,02 6863 8871,02 6863 8873,219264,COUNTRY STH NSW/ACT,,
242296,PARRAMATTA CBD BC,RP,,153 MACQUARIE STREET,PARRAMATTA NSW,2150,NSW,02 9865 8750,02 9633 2912,270254,SYDNEY POST BC RETAIL NETWORK,,
242413,PARRAMATTA WESTFIELD POST SHOP,RP,WESTFIELD SHOPPINGTOWN,SHOP 1106  157-159 CHURCH ST,PARRAMATTA NSW,2150,NSW,02 9865 8720,02 9865 8722,214033,SYDNEY WEST RETAIL NETWORK,,
242536,PENRITH WESTFIELD,RP,WESTFIELD PENRITH PO,SHOP 70  585-591 HIGH ST,PENRITH NSW,2750,NSW,02 4723 7596,02 4723 7598,214033,SYDNEY WEST RETAIL NETWORK,,
242579,PENNANT HILLS POST SHOP,RP,PENNANT HILLS MARKET PLACE,SHOP 25-26/7 RAMSAY ROAD,PENNANT HILLS NSW,2120,NSW,02 9483 7154,02 9483 7155,214033,SYDNEY WEST RETAIL NETWORK,,
242587,PENRITH BC,RP,,296-302 HIGH STREET,PENRITH NSW,2750,NSW,02 4723 7593,02 4723 7595,214033,SYDNEY WEST RETAIL NETWORK,,
242798,PORT MACQUARIE POST SHOP,RP,SHOP 2 PALM COURT CENTRE,14 - 16 SHORT STREET,PORT MACQUARIE NSW,2444,NSW,02 6588 3101,02 6588 3104,218827,COUNTRY NORTH RETAIL NETWORK,,
242800,POTTS POINT POST SHOP,RP,,50-58 MACLEAY STREET,POTTS POINT NSW,2011,NSW,02 8374 7103,02 8374 7109,215132,SYDNEY EAST RETAIL NETWORK,,
243096,PYRMONT POST SHOP,RP,,183 HARRIS STREET,PYRMONT NSW,2009,NSW,02 8512 9890,02 8512 9892,215132,SYDNEY EAST RETAIL NETWORK,,
243141,QUEANBEYAN POST SHOP,RP,SHOP T4R CITY LINK PLAZA,MORISSETT STREET,QUEANBEYAN NSW,2620,NSW,02 6200 7621,02 6200 7622,219264,COUNTRY STH NSW/ACT,,
243184,QUEEN VICTORIA BUILD POST SHOP,RP,,44 MARKET STREET,SYDNEY NSW,2000,NSW,02 9244 1352,02 9244 1355,215132,SYDNEY EAST RETAIL NETWORK,,
243192,QUIRINDI POST SHOP,RP,,150 GEORGE STREET,QUIRINDI NSW,2343,NSW,02 6746 1320,02 6746 2850,218827,COUNTRY NORTH RETAIL NETWORK,,
243256,RANDWICK POST SHOP,RP,SHOP 72B ROYAL RANDWICK SHOPPING CENTRE,73 BELMORE ROAD,RANDWICK NSW,2031,NSW,02 9582 7131,02 9582 7132,215132,SYDNEY EAST RETAIL NETWORK,,
243301,RAYMOND TERRACE POST SHOP,RP,SHOP 22  CENTRO PLAZA,CNR STURGEON & GLENELG STS,RAYMOND TERRACE NSW,2324,NSW,02 4980 7333,02 4980 7334,217808,HUNTER/MID WEST RETAIL NETWORK,,
243504,REVESBY POST SHOP,RP,,SHOP 6-7 25-31 SELEMS PARADE,REVESBY NSW,2212,NSW,02 8707 8590,02 8707 8593,215570,SYDNEY SOUTH RETAIL NETWK,,
243547,RICHMOND POST SHOP,RP,,181 WINDSOR STREET,RICHMOND NSW,2753,NSW,02 4570 9941,02 4570 9942,214033,SYDNEY WEST RETAIL NETWORK,,
243563,RIVERSTONE POST SHOP,RP,,23-25 GARFIELD ROAD,RIVERSTONE NSW,2765,NSW,02 9627 1040,02 9627 4748,214033,SYDNEY WEST RETAIL NETWORK,,
243571,RIVERWOOD POST SHOP,RP,SHOP 15 RIVERWOOD PLAZA,257 BELMORE ROAD,RIVERWOOD NSW,2210,NSW,02 9245 2964,02 9245 2965,215570,SYDNEY SOUTH RETAIL NETWK,,
243600,ROCKDALE POST SHOP,RP,ROCKDALE SHOPPING CENTRE,499 PRINCES HIGHWAY,ROCKDALE NSW,2216,NSW,02 8512 9894,02 8512 9895,215570,SYDNEY SOUTH RETAIL NETWK,,
243694,ROSEBERY POST SHOP,RP,,371 GARDENERS RD,ROSEBERY NSW,2018,NSW,02 9582 1031,02 9582 1033,215132,SYDNEY EAST RETAIL NETWORK,,
243862,ROYAL EXCHANGE POST SHOP,RP,,38-40 PITT STREET,SYDNEY NSW,2000,NSW,02 9244 1373,02 9244 1313,215132,SYDNEY EAST RETAIL NETWORK,,
243870,ROZELLE POST SHOP,RP,,659 DARLING STREET,ROZELLE NSW,2039,NSW,02 8736 5650,02 8736 5651,215132,SYDNEY EAST RETAIL NETWORK,,
243889,ROSELANDS POST SHOP,RP,,SHOP G50 SHOPPING CENTRE,ROSELANDS NSW,2196,NSW,02 9205 5151,02 9205 5152,215570,SYDNEY SOUTH RETAIL NETWK,,
244099,RYDE POST SHOP,RP,SHOP 3017 TOP RYDE CITY,109-129 BLAXLAND RD,RYDE NSW,2112,NSW,02 9942 1818,02 9942 1819,214033,SYDNEY WEST RETAIL NETWORK,,
244179,ST IVES POST SHOP,RP,SHOP 135 ST IVES SHOPPING VILLAGE,166 MONA VALE ROAD,ST IVES NSW,2075,NSW,02 9448 1596,02 9448 1597,214631,SYDNEY NORTH NETWORK,,
244208,ST MARYS,RP,,161 QUEEN STREET,ST MARYS NSW,2760,NSW,02 9208 5950,02 9208 5952,214033,SYDNEY WEST RETAIL NETWORK,,
244355,SCONE POST SHOP,RP,AUSTRALIA POST,117 LIVERPOOL ST,SCONE NSW,2337,NSW,02 6545 2122,02 6545 3166,217808,HUNTER/MID WEST RETAIL NETWORK,,
244371,ST LEONARDS POST SHOP,RP,,77-79 CHRISTIE ST,ST LEONARDS NSW,2065,NSW,02 9941 7802,02 9941 7803,214631,SYDNEY NORTH NETWORK,,
244515,SHELLHARBOUR CITY CTR POSTSHOP,RP,SHOPS 42-43 SHELLHARBOUR CITY CENTRE,LAKES ENTRANCE ROAD,BLACKBUTT NSW,2529,NSW,02 4251 8920,02 4251 8922,215570,SYDNEY SOUTH RETAIL NETWK,,
244531,SEVEN HILLS POST SHOP,RP,CENTRO SHOPPING CENTRE,SHOP 50  224 PROSPECT HWY,SEVEN HILLS NSW,2147,NSW,02 9208 4323,02 9208 4324,214033,SYDNEY WEST RETAIL NETWORK,,
244646,SINGLETON POST SHOP,RP,,136-140 JOHN STREET,SINGLETON NSW,2330,NSW,02 6572 2577,02 6572 4292,217808,HUNTER/MID WEST RETAIL NETWORK,,
244662,COFFS HARBOUR POST SHOP,RP,SHOP U1 THE PALMS CENTRE,35-61 HARBOUR DRIVE,COFFS HARBOUR NSW,2450,NSW,02 6648 7290,02 6648 7296,218827,COUNTRY NORTH RETAIL NETWORK,,
245059,SPIT JUNCTION POST SHOP,RP,,60 SPIT ROAD,SPIT JUNCTION NSW,2088,NSW,02 9448 5707,02 9448 5708,214631,SYDNEY NORTH NETWORK,,
245104,SPRINGWOOD POST SHOP,RP,,179-181 MACQUARIE ROAD,SPRINGWOOD NSW,2777,NSW,02 4723 8930,02 4723 8932,214033,SYDNEY WEST RETAIL NETWORK,,
245227,STRATHFIELD POST SHOP,RP,,SHOP 45-47 11 THE BOULEVARDE,STRATHFIELD NSW,2135,NSW,02 8736 5684,02 8736 5685,214033,SYDNEY WEST RETAIL NETWORK,,
245315,SURRY HILLS POST SHOP,RP,SURRY HILLS SHOPPING CENTRE,SHOP 27  2-38 BAPTIST ST,SURRY HILLS NSW,2010,NSW,02 9207 8280,02 9207 8282,215132,SYDNEY EAST RETAIL NETWORK,,
245358,SUTHERLAND POST SHOP,RP,,139 FLORA ST,SUTHERLAND NSW,2232,NSW,02 9545 9108,02 9545 9109,215570,SYDNEY SOUTH RETAIL NETWK,,
245518,SWANSEA POST SHOP,RP,,7 LAKE RD,SWANSEA NSW,2281,NSW,02 4971 1381,02 4971 4644,217808,HUNTER/MID WEST RETAIL NETWORK,,
245550,STRAWBERRY HILLS,RP,,219-241 CLEVELAND STREET,STRAWBERRY HILLS NSW,2012,NSW,02 9202 6790,02 9202 6792,270254,SYDNEY POST BC RETAIL NETWORK,,
245577,SYDNEY SOUTH POST SHOP,RP,STOCKLAND HOUSE,181 CASTLEREAGH STREET,SYDNEY NSW,2000,NSW,02 9202 3591,02 9202 3593,215132,SYDNEY EAST RETAIL NETWORK,,
245673,TAMWORTH POST SHOP,RP,,406 PEEL STREET,TAMWORTH NSW,2340,NSW,02 6755 5988,02 6755 5989,218827,COUNTRY NORTH RETAIL NETWORK,,
245745,TAREE POST SHOP,RP,TAREE MARKET PLACE,SHOP 50 47 ALBERT STREET,TAREE NSW,2430,NSW,02 6592 4920,02 6592 4921,217808,HUNTER/MID WEST RETAIL NETWORK,,
245884,TEMORA POST SHOP,RP,,167 HOSKINS ST,TEMORA  NSW,2666,NSW,02 6980 2051,02 6980 2052,219264,COUNTRY STH NSW/ACT,,
246035,TERRIGAL POST SHOP,RP,,6 PINE TREE LANE,TERRIGAL NSW,2260,NSW,02 4328 7500,02 4328 7501,214631,SYDNEY NORTH NETWORK,,
246107,THE JUNCTION POST SHOP,RP,THE JUNCTION VILLAGE,SHOP 14A/B  10-16 KENRICK ST,THE JUNCTION NSW,2291,NSW,02 4974 1172,02 4974 1173,217808,HUNTER/MID WEST RETAIL NETWORK,,
246457,TUGGERANONG POST SHOP,RP,HYPERDOME SHOPPING CENTRE,SHOP 101  210 ANKETELL ST,GREENWAY ACT,2900,NSW,02 6200 9910,02 6200 9912,219264,COUNTRY STH NSW/ACT,,
246510,TORONTO POST SHOP,RP,,53 THE BOULEVARDE,TORONTO NSW,2283,NSW,02 4974 9140,02 4974 9143,217808,HUNTER/MID WEST RETAIL NETWORK,,
246537,TOUKLEY POST SHOP,RP,,35 CANTON BEACH ROAD,TOUKLEY NSW,2263,NSW,02 4396 4240,02 4396 6864,214631,SYDNEY NORTH NETWORK,,
246721,TUMUT POST SHOP,RP,,82-84 WYNYARD ST,TUMUT  NSW,2720,NSW,02 6947 4932,02 6947 3464,219264,COUNTRY STH NSW/ACT,,
246764,TURRAMURRA POST SHOP,RP,,17 ROHINI STREET,TURRAMURRA NSW,2074,NSW,02 9448 1592,02 9448 1594,214631,SYDNEY NORTH NETWORK,,
246844,TWEED HEADS SOUTH POST SHOP,RP,SHOP 27,54 MINJUNGBAL DRIVE,TWEED HEADS SOUTH NSW,2486,NSW,07 5569 3347,07 5569 3348,218827,COUNTRY NORTH RETAIL NETWORK,,
247046,ULLADULLA POST SHOP,RP,,83 PRINCESS HWY,ULLADULLA NSW,2539,NSW,02 4429 9900,02 4429 9901,219264,COUNTRY STH NSW/ACT,,
247345,WAHROONGA POST SHOP,RP,,20 COONANBARRA ROAD,WAHROONGA NSW,2076,NSW,02 9450 7263,02 9450 7264,214631,SYDNEY NORTH NETWORK,,
247572,WALLSEND POST SHOP,RP,WALLSEND PLAZA,SHOP 27  24 COWPER ST,WALLSEND NSW,2287,NSW,02 4985 6292,02 4985 6293,217808,HUNTER/MID WEST RETAIL NETWORK,,
247759,WARNERS BAY POST SHOP,RP,,25 JOHN ST,WARNERS BAY NSW,2282,NSW,02 4948 9222,02 4947 1321,217808,HUNTER/MID WEST RETAIL NETWORK,,
247791,WARRAWONG POST SHOP,RP,SHOP 34 WESTFIELD CENTRE,54 KING STREET,WARRAWONG NSW,2502,NSW,02 4251 7171,02 4251 7172,215570,SYDNEY SOUTH RETAIL NETWK,,
247898,WARRINGAH MALL POST SHOP,RP,WARRINGAH MALL SHOPPING CENTRE,SHOP 136  145 OLD PITTWATER RD,BROOKVALE NSW,2100,NSW,02 9941 5931,02 9941 5932,214631,SYDNEY NORTH NETWORK,,
248030,WAUCHOPE POST SHOP,RP,,45 HIGH STREET,WAUCHOPE NSW,2446,NSW,02 6585 1386,02 6585 1196,218827,COUNTRY NORTH RETAIL NETWORK,,
248129,WELLINGTON POST SHOP,RP,,19-21 MAUGHAN ST,WELLINGTON NSW,2820,NSW,02 6840 7890,02 6840 7892,217808,HUNTER/MID WEST RETAIL NETWORK,,
248321,BLACKTOWN WESTPOINT POST SHOP,RP,WESTPOINT SHOPPING CENTRE,SHOP 3061   PATRICK STREET,BLACKTOWN NSW,2148,NSW,02 9208 4320,02 9208 4321,214033,SYDNEY WEST RETAIL NETWORK,,
248356,WESTON CREEK POST SHOP,RP,,8-12 TRENERRY STREET,WESTON ACT,2611,NSW,02 6208 3515,02 6208 3518,219264,COUNTRY STH NSW/ACT,,
248428,WEST RYDE POST SHOP,RP,,12 WEST PARADE,WEST RYDE NSW,2114,NSW,02 9942 1823,02 9942 1825,214033,SYDNEY WEST RETAIL NETWORK,,
248436,WEST TAMWORTH POST SHOP,RP,SHOPPINGWORLD,SHOP 23   67-81 BRIDGE ST,TAMWORTH WEST NSW,2340,NSW,02 6755 3120,02 6755 3121,218827,COUNTRY NORTH RETAIL NETWORK,,
248612,WILLOUGHBY POST SHOP,RP,,59 PENSHURST ST,WILLOUGHBY NSW,2068,NSW,02 9941 7810,02 9941 7812,214631,SYDNEY NORTH NETWORK,,
248698,WINDSOR POST SHOP,RP,SHOP 1,251 GEORGE STREET,WINDSOR NSW,2756,NSW,02 4587 0394,02 4587 0397,214033,SYDNEY WEST RETAIL NETWORK,,
248735,WINGHAM POST SHOP,RP,,2 WYNTER STREET,WINGHAM NSW,2429,NSW,02 6553 4390,02 6553 4361,217808,HUNTER/MID WEST RETAIL NETWORK,,
248831,WODEN POST SHOP,RP,,FURZER STREET,WODEN ACT,2606,NSW,02 6208 7041,02 6208 7043,219264,COUNTRY STH NSW/ACT,,
248890,WOLLONGONG POST SHOP,RP,SHOP 18,110-114 CROWN STREET,WOLLONGONG NSW,2500,NSW,02 4251 4545,02 4251 4544,215570,SYDNEY SOUTH RETAIL NETWK,,
249076,WOOLLAHRA POST SHOP,RP,,97 QUEEN STREET,WOOLLAHRA NSW,2025,NSW,02 8374 8517,02 8374 8518,215132,SYDNEY EAST RETAIL NETWORK,,
249172,WOY WOY POST SHOP,RP,,47 BLACKWALL ROAD,WOY WOY NSW,2256,NSW,02 4379 8940,02 4379 8941,214631,SYDNEY NORTH NETWORK,,
249359,WYONG POST SHOP,RP,,23 ALISON RD,WYONG NSW,2259,NSW,02 4356 9550,02 4356 9551,214631,SYDNEY NORTH NETWORK,,
249404,YAMBA POST SHOP,RP,,27 YAMBA STREET,YAMBA NSW,2464,NSW,02 6603 1990,02 6603 1992,218827,COUNTRY NORTH RETAIL NETWORK,,
249463,YASS POST SHOP,RP,,95-101 COMUR STREET,YASS NSW,2582,NSW,02 6226 1646,02 6226 2722,219264,COUNTRY STH NSW/ACT,,
249594,YOUNG POST SHOP,RP,,64 LYNCH STREET,YOUNG NSW,2594,NSW,02 6382 9981,02 6382 9982,219264,COUNTRY STH NSW/ACT,,
251432,MITCHELL POST SHOP,RP,,141 FLEMINGTON ROAD,MITCHELL ACT,2911,NSW,02 6208 7075,02 6208 7076,219264,COUNTRY STH NSW/ACT,,
253294,MINTO,RP,,2A LINCOLN STREET,MINTO NSW,2566,NSW,02 9203 9116,02 9203 9118,215570,SYDNEY SOUTH RETAIL NETWK,,
264129,TUGGERAH POST SHOP,RP,,1063/50 WYONG ROAD,TUGGERAH NSW,2259,NSW,02 4356 9553,02 4356 9554,214631,SYDNEY NORTH NETWORK,,
264727,GLENDALE POST SHOP,RP,GLENDALE SHOPPING CENTRE,SHOP 1  387 LAKE RD,GLENDALE NSW,2285,NSW,02 4966 6954,02 4966 6951,217808,HUNTER/MID WEST RETAIL NETWORK,,
266917,PORT MACQUARIE BC,RP,,4 BARTON CRESCENT,PORT MACQUARIE NSW,2444,NSW,02 6588 3103,02 6588 3105,218827,COUNTRY NORTH RETAIL NETWORK,,
270756,EASTGARDENS POST SHOP,RP,WESTFIELD SHOPPINGTOWN,SHOP 231  152 BUNNERONG RD,EASTGARDENS NSW,2036,NSW,02 8374 1138,02 8374 1139,215132,SYDNEY EAST RETAIL NETWORK,,
270940,SYDNEY GPO POST SHOP,RP,,1 MARTIN PLACE,SYDNEY NSW,2000,NSW,02 9244 3713,02 9244 3711,215132,SYDNEY EAST RETAIL NETWORK,,
279785,LIVERPOOL RETAIL POST SHOP,RP,,270 GEORGE STREET,LIVERPOOL NSW,2170,NSW,02 8777 9131,02 8777 9132,215570,SYDNEY SOUTH RETAIL NETWK,,
280524,RHODES POST SHOP,RP,RHODES SHOPPING CENTRE,SHOP 53-54 1 RIDER BOULEVARDE,RHODES NSW,2138,NSW,02 8765 0962,02 8765 1074,214033,SYDNEY WEST RETAIL NETWORK,,
281367,WORLD SQUARE POST SHOP,RP,SHOP 10 48 WORLD SQUARE SHOPPING CENTRE,644 GEORGE STREET,SYDNEY NSW,2000,NSW,02 9244 1986,02 9244 1988,215132,SYDNEY EAST RETAIL NETWORK,,
401365,MACKAY CANELAND POST SHOP,RP,SHOP 2034 CANELAND CENTRAL,2 MANGROVE ROAD,MACKAY QLD,4740,QLD,07 4967 3100,07 4967 3101,407548,OFFICIALS - NORTH QUEENSLAND,,
401373,TOOWOOMBA VILLAGE FAIR SHOP,RP,GARDENTOWN SHOPPING CENTRE,SHOP 12  222 MARGARET ST,TOOWOOMBA QLD,4350,QLD,07 4699 4526,07 4699 4525,417252,OFFICIALS - SOUTH,,
406852,HYDE PARK CASTLETOWN POST SHOP,RP,SHOP 102CASTLETOWN SHOPPING CENTRE,35 KINGS ROAD,HYDE PARK QLD,4812,QLD,07 4760 2045,07 4760 2044,407548,OFFICIALS - NORTH QUEENSLAND,,
415652,BUDDINA POST SHOP,RP,SHOP 422 KAWANA SHOPPING WORLD,NICKLIN WAY,BUDDINA QLD,4575,QLD,07 5470 9110,07 5470 9111,417295,OFFICIALS - NORTH,,
419450,CLIFFORD GARDENS POST SHOP,RP,,SHOP 89 100 - 124 ANZAC AVE,NEWTOWN QLD,4350,QLD,07 4699 4505,07 4699 4504,417252,OFFICIALS - SOUTH,,
419581,ROBINA POST SHOP,RP,ROBINA TOWN CENTRE,SHOP 53  ARBOUR LANE,ROBINA QLD,4230,QLD,07 5583 1191,07 5583 1192,417252,OFFICIALS - SOUTH,,
419653,SUNSHINE PLAZA POST SHOP,RP,SUNSHINE PLAZA,SHOP 304  HORTON PARADE,MAROOCHYDORE QLD,4558,QLD,07 5459 8018,07 5459 8019,417295,OFFICIALS - NORTH,,
421745,CAIRNS CENTRAL POST SHOP,RP,SHOP 115-116 CAIRNS CENTRAL SHOPPING CEN,MCLEOD STREET,CAIRNS QLD,4870,QLD,07 4048 8190,07 4051 3099,407548,OFFICIALS - NORTH QUEENSLAND,,
421817,MORAYFIELD POST SHOP,RP,MORAYFIELD SHOPPING CENTRE,SHOP 82  171 MORAYFIELD RD,MORAYFIELD QLD,4506,QLD,07 5431 3155,07 5495 5358,417295,OFFICIALS - NORTH,,
421892,HERVEY BAY ANNEXE,RP,,SHOP 53 PIALBA PLACE SHOPPING CTR,HERVEY BAY  QLD,4655,QLD,07 4125 9128,07 4128 2376,417295,OFFICIALS - NORTH,,
424591,LOGAN CENTRAL POST SHOP,RP,SHOP 74 LOGAN CITY CENTRE,2 - 24 WEMBLEY RD,LOGAN CENTRAL QLD,4114,QLD,07 3884 7216,07 3884 7215,417252,OFFICIALS - SOUTH,,
425308,LOGANHOLME ANNEXE,RP,SHOP 17 LOGAN HYPERDOME SHOPPING CNTR,3828-3846 PACIFIC HWY,SHAILER PARK QLD,4128,QLD,07 3451 6302,07 3209 9260,417252,OFFICIALS - SOUTH,,
425316,BEENLEIGH ANNEXE,RP,SHOP 1,BEENLEIGH MARKETPLACE GEORGE STREET,BEENLEIGH QLD,4207,QLD,07 3287 8929,07 3287 8928,417252,OFFICIALS - SOUTH,,
425869,MOUNT SHERIDAN,RP,SHOP 2 MT SHERIDAN PLAZA,106 BARNARD DRIVE,MOUNT SHERIDAN QLD,4868,QLD,07 4036 2895,07 4036 2148,407548,OFFICIALS - NORTH QUEENSLAND,,
425914,CAPALABA ANNEXE,RP,SHOP 85 CAPALABA PARK SHOPPING CENTRE,1 REDLAND BAY ROAD,CAPALABA QLD,4157,QLD,07 3843 8744,07 3843 8745,417252,OFFICIALS - SOUTH,,
426597,NORTH LAKES POST SHOP,RP,SHOP 1150-1151 N'LAKES SHOPPING CENTRE,1 NORTH LAKES DRIVE,NORTH LAKES QLD,4509,QLD,07 3886 2155,07 3886 3155,417295,OFFICIALS - NORTH,,
428015,HELENSVALE TOWN CENTRE PS,RP,SHOP 1110 WESTFIELD SHOPPING CENTRE,TOWN CENTRE DRIVE,HELENSVALE QLD,4212,QLD,07 55000675,07 55028126,417252,OFFICIALS - SOUTH,,
428453,CANNONVALE POST SHOP,RP,SHOP 15 WHITSUNDAY SHOPPING CENTRE,226 PROSERPINE - SHUTE HARBOUR RD,CANNONVALE QLD,4802,QLD,07 4946 7287,07 4946 5873,407548,OFFICIALS - NORTH QUEENSLAND,,
429691,MOUNT SHERIDAN POST OFFICE,RP,SHOP 2 MT SHERIDAN PLAZA,106 BARNARD DRIVE,MOUNT SHERIDAN QLD,4868,QLD,07 4036 2895,07 4036 2148,407548,OFFICIALS - NORTH QUEENSLAND,,
431003,BRISBANE GPO,RP,,261 QUEEN ST,BRISBANE CITY QLD,4000,QLD,07 3405 1465,07 3405 1428,417295,OFFICIALS - NORTH,,
431150,AITKENVALE POST SHOP,RP,SHOP 115/116 STOCKLAND PLAZA,310-330 ROSS RIVER RD,AITKENVALE QLD,4814,QLD,07 4762 7545,07 4779 8170,407548,OFFICIALS - NORTH QUEENSLAND,,
431214,ALLENSTOWN POST SHOP,RP,SHOP 4/5 ALLENSTOWN PLAZA,CNR CANNING AND UPPER DAWSON ROAD,ALLENSTOWN QLD,4700,QLD,07 4920 3504,07 4920 3505,407548,OFFICIALS - NORTH QUEENSLAND,,
431628,ASHGROVE POST SHOP,RP,HIGH POINT PLAZA,240 WATERWORKS RD,ASHGROVE QLD,4060,QLD,07 3109 5930,07 3109 5931,417295,OFFICIALS - NORTH,,
431644,ASPLEY POST SHOP,RP,PICKNPAY HYPERMARKET,SHOP 32  59 ALBANY CREEK RD,ASPLEY QLD,4034,QLD,07 3874 3060,07 3874 3061,417295,OFFICIALS - NORTH,,
431724,AUSTRALIA FAIR POST SHOP,RP,AUSTRALIA FAIR SHOPPING CENTRE,SHOP 1045 42 MARINE PARADE,SOUTHPORT QLD,4215,QLD,07 5583 6005,07 5531 4680,417252,OFFICIALS - SOUTH,,
432321,BEAUDESERT,RP,,117 BRISBANE ST,BEAUDESERT QLD,4285,QLD,07 5542 1141,07 5541 1198,417252,OFFICIALS - SOUTH,,
432356,BEENLEIGH,RP,POST OFFICE PLAZA,18-38 MAIN ST,BEENLEIGH QLD,4207,QLD,07 3287 8927,07 3287 8926,417252,OFFICIALS - SOUTH,,
433033,BOONAH,RP,,1 PARK ST,BOONAH QLD,4310,QLD,07 5463 1047,07 5463 2965,417252,OFFICIALS - SOUTH,,
