ORG_ID,ORG_NAME,ORG_TYPE,STATUS,ADDRESS_1,ADDRESS_2,ADDRESS_3,STATE,PCODE,GEO_ZONE,GEO_SUBZONE,LATITUDE,LONGITUDE
288040,EMERALD BEACH CPA,CPA,OPEN,,109 FIDDAMAN ROAD,EMERALD BEACH NSW,NSW,2456,Rural,Small Rural,-30.170209,153.187973
288059,CECIL HILLS CPA,CPA,OPEN,CECIL HILLS SHOPPING CENTRE,UNIT 8 1 LANCASTER AVENUE,CECIL HILLS NSW,NSW,2171,Metro,Capital,-33.886946,150.848824
288067,GORDON LPO,LPO,OPEN,,SHOP 2-5 767 PACIFIC HIGHWAY,GORDON NSW,NSW,2072,Metro,Capital,-33.755171,151.15272
288104,CAPERTEE CPA,CPA,OPEN,,44 CASTLEREAGH HIGHWAY,CAPERTEE NSW,NSW,2846,Rural,Small Rural,-33.146103,149.985512
288120,MORTDALE LPO,LPO,OPEN,,23 MORTS ROAD,MORTDALE NSW,NSW,2223,Metro,Capital,-33.970127,151.079364
288139,CHULLORA LPO,LPO,OPEN,CHULLORA MARKETPLACE,SHOP T13-T14 355 WATERLOO ROAD,GREENACRE NSW,NSW,2190,Metro,Capital,-33.892362,151.05993
288147,GREEN VALLEY LPO,LPO,OPEN,THE VALLEY PLAZA,SHOP 31 189 WILSON ROAD,GREEN VALLEY NSW,NSW,2168,Metro,Capital,-33.9073099,150.8671453
288155,EDGECLIFF LPO,LPO,OPEN,EDGECLIFF SHOPPING CENTRE,SHOP 2 203-233 NEW SOUTH HEAD ROAD,EDGECLIFF NSW,NSW,2027,Metro,Capital,-33.879216,151.23552
288163,WENTWORTHVILLE LPO,LPO,OPEN,,65 DUNMORE STREET,WENTWORTHVILLE NSW,NSW,2145,Metro,Capital,-33.807281,150.970518
288171,PYRMONT LPO,LPO,OPEN,,SHOP 1 183 HARRIS STREET,PYRMONT NSW,NSW,2009,Metro,Capital,-33.870979,151.1944
288198,PADSTOW LPO,LPO,OPEN,,8 FARADAY ROAD,PADSTOW NSW,NSW,2211,Metro,Capital,-33.953509,151.033848
288200,ROUSE HILL TOWN CENTRE LPO,LPO,OPEN,,SHOP GR 164A 10-14 MARKET LANE,ROUSE HILL NSW,NSW,2155,Metro,Capital,-33.68328143,150.9287515
288219,CARLINGFORD LPO,LPO,OPEN,CARLINGFORD COURT SHOPPING CENTRE,SHOP 230 801-809 PENNANT HILLS ROAD,CARLINGFORD NSW,NSW,2118,Metro,Capital,-33.77630969,151.0517225
288227,GWABEGAR LPO,LPO,OPEN,,4 ANZAC PARADE,GWABEGAR NSW,NSW,2356,Rural,Other Rural,-30.60744,148.97084
288235,TULLAMORE CPA,CPA,OPEN,,35 CARDIGAN STREET,TULLAMORE NSW,NSW,2874,Rural,Other Rural,-32.632178,147.564531
330712,CURLWAA CPA,CPA,OPEN,,412 DELTA ROAD,CURLWAA NSW,NSW,2648,Remote,Other Remote,-34.096882,141.967109
341796,POONCARIE CPA,CPA,OPEN,,36 TARCOOLA STREET,POONCARIE NSW,NSW,2648,Remote,Other Remote,-33.385627,142.569978
445878,TWEED HEADS POST SHOP,RP,OPEN,TWEED CENTRO,SHOP 47 20 WHARF STREET,TWEED HEADS NSW,NSW,2485,Metro,Other Metro,-28.17127,153.54323
302375,GEELONG WEST LPO,LPO,OPEN,,210B PAKINGTON STREET,GEELONG WEST  VIC,VIC,3218,Metro,Other Metro,-38.1422,144.34793
302762,AVONDALE HEIGHTS LPO,LPO,OPEN,,17A MILITARY ROAD,AVONDALE HEIGHTS  VIC,VIC,3034,Metro,Capital,-37.76929,144.86501
302826,CARLTON LPO,LPO,OPEN,,146 ELGIN STREET,CARLTON VIC,VIC,3053,Metro,Capital,-37.79729,144.96961
303247,MALDON LPO,LPO,OPEN,,95 HIGH STREET,MALDON VIC,VIC,3463,Rural,Other Rural,-36.9963,144.06831
303538,MOUNT BEAUTY LPO,LPO,OPEN,,2A KIEWA CRESCENT,MOUNT BEAUTY VIC,VIC,3699,Rural,Other Rural,-36.74216,147.16996
303589,GEELONG NORTH LPO,LPO,OPEN,,201 THOMPSON ROAD,BELL PARK VIC,VIC,3215,Metro,Other Metro,-38.1109,144.34303
304864,CROYDON HILLS LPO,LPO,OPEN,,SHOP 1 48 MCADAM SQUARE,CROYDON VIC,VIC,3136,Metro,Capital,-37.78299,145.26871
305963,RUPANYUP LPO,LPO,OPEN,,1 CROMIE STREET,RUPANYUP VIC,VIC,3388,Rural,Other Rural,-36.62941,142.63143
305971,BLACKBURN SOUTH LPO,LPO,OPEN,,108 CANTERBURY ROAD,BLACKBURN SOUTH  VIC,VIC,3130,Metro,Capital,-37.83179,145.14681
305998,LALOR LPO,LPO,OPEN,,27 MAY ROAD,LALOR VIC,VIC,3075,Metro,Capital,-37.67409,145.01721
306018,MORELAND LPO,LPO,OPEN,,22 SYDNEY ROAD,COBURG VIC,VIC,3058,Metro,Capital,-37.75491,144.96444
306114,FAWKNER LPO,LPO,OPEN,,29 BONWICK STREET,FAWKNER VIC,VIC,3060,Metro,Capital,-37.70286,144.96521
306296,HOLMESGLEN LPO,LPO,OPEN,,637 WARRIGAL ROAD,CHADSTONE VIC,VIC,3148,Metro,Capital,-37.87539,145.09171
307117,HOPPERS CROSSING LPO,LPO,OPEN,,31 OLD GEELONG ROAD,HOPPERS CROSSING VIC,VIC,3029,Metro,Capital,-37.8828,144.70022
307790,BOORT LPO,LPO,OPEN,,75 GODFREY STREET,BOORT VIC,VIC,3537,Rural,Other Rural,-36.1176,143.7233
308013,MOUNT EVELYN LPO,LPO,OPEN,,12 STATION STREET,MOUNT EVELYN VIC,VIC,3796,Metro,Capital,-37.78619,145.37851
309104,CRANBOURNE NORTH LPO,LPO,OPEN,THOMPSON PARKWAY SHOPPING CENTRE,SHOP 4 1085 SOUTH GIPPSLAND HIGHWAY,CRANBOURNE NORTH VIC,VIC,3977,Metro,Capital,-38.08179,145.27681
309120,WILLAURA LPO,LPO,OPEN,,84 MAIN STREET,WILLAURA VIC,VIC,3379,Rural,Other Rural,-37.54612,142.74054
309139,MURRUMBEENA LPO,LPO,OPEN,,457 NEERIM ROAD,MURRUMBEENA VIC,VIC,3163,Metro,Capital,-37.88999,145.06811
309147,GARDENVALE LPO,LPO,OPEN,,SHOP 4 170 MARTIN STREET,BRIGHTON VIC,VIC,3186,Metro,Capital,-37.897931,145.005244
309155,GLENHUNTLY LPO,LPO,OPEN,,1113 GLEN HUNTLY ROAD,GLEN HUNTLY VIC,VIC,3163,Metro,Capital,-37.889058,145.040525
309825,HEIDELBERG LPO,LPO,OPEN,,53 BURGUNDY STREET,HEIDELBERG VIC,VIC,3084,Metro,Capital,-37.756651,145.068419
310164,ROSEDALE LPO,LPO,OPEN,,38A PRINCE STREET,ROSEDALE VIC,VIC,3847,Rural,Other Rural,-38.15123,146.78711
310279,GEELONG POST SHOP,RP,OPEN,,108 GHERINGHAP STREET,GEELONG  VIC,VIC,3220,Metro,Other Metro,-38.1516,144.35603
310543,ORMOND LPO,LPO,OPEN,,521 NORTH ROAD,ORMOND VIC,VIC,3204,Metro,Capital,-37.90409,145.04211
310551,SURREY HILLS LPO,LPO,OPEN,,100 UNION ROAD,SURREY HILLS VIC,VIC,3127,Metro,Capital,-37.82559,145.09721
310586,SEA LAKE LPO,LPO,OPEN,,55 HORACE STREET,SEA LAKE VIC,VIC,3533,Rural,Other Rural,-35.50431,142.85031
311175,MELTON WEST LPO,LPO,OPEN,WOODGROVE SHOPPING CENTRE,SHOP T80 533-555 HIGH STREET,MELTON WEST VIC,VIC,3337,Metro,Capital,-37.68515,144.56469
312004,CHILTERN LPO,LPO,OPEN,,54 MAIN STREET,CHILTERN VIC,VIC,3683,Rural,Other Rural,-36.14867,146.61026
313509,PYRAMID HILL LPO,LPO,OPEN,,12-14 KELLY STREET,PYRAMID HILL VIC,VIC,3575,Rural,Other Rural,-36.05478,144.11559
313613,KEW EAST LPO,LPO,OPEN,,708 HIGH STREET,KEW EAST VIC,VIC,3102,Metro,Capital,-37.79789,145.05411
314376,ROYAL MELBOURNE HOSPITAL LPO,LPO,OPEN,ROYAL MELBOURNE HOSPITAL,SHOP 12 300 GRATTAN STREET,ROYAL MELBOURNE HOSPITAL VIC,VIC,3050,Metro,Capital,-37.799513,144.957006
314747,RUTHERGLEN LPO,LPO,OPEN,,83 MAIN STREET,RUTHERGLEN VIC,VIC,3685,Rural,Other Rural,-36.05467,146.46107
314915,SKIPTON LPO,LPO,OPEN,,30 MONTGOMERY STREET,SKIPTON VIC,VIC,3361,Rural,Other Rural,-37.68562,143.36444
314923,HOPETOUN LPO,LPO,OPEN,,79 LASCELLES STREET,HOPETOUN VIC,VIC,3396,Rural,Other Rural,-35.72771,142.36562
315360,BLIND BIGHT LPO,LPO,OPEN,,19 ANCHORAGE DRIVE,BLIND BIGHT  VIC,VIC,3980,Metro,Capital,-38.214742,145.34135
315416,HALLAM LPO,LPO,OPEN,,68 SPRING SQUARE,HALLAM VIC,VIC,3803,Metro,Capital,-38.00419,145.26761
315512,STRATFORD LPO,LPO,OPEN,,64 TYERS STREET,STRATFORD VIC,VIC,3862,Rural,Other Rural,-37.96607,147.08078
315627,CAIRNLEA LPO,LPO,OPEN,CAIRNLEA SHOPPING CENTRE,SHOP T01 100 FURLONG ROAD,CAIRNLEA VIC,VIC,3023,Metro,Capital,-37.75788,144.78988
315790,FERNTREE GULLY LPO,LPO,OPEN,,65-67 STATION STREET,FERNTREE GULLY VIC,VIC,3156,Metro,Capital,-37.88339,145.29541
315854,TATURA LPO,LPO,OPEN,,164 HOGAN STREET,TATURA VIC,VIC,3616,Rural,Other Rural,-36.44005,145.22933
316136,TONGALA LPO,LPO,OPEN,,2 CAVELL STREET,TONGALA VIC,VIC,3621,Rural,Other Rural,-36.25279,144.95399
316283,TRAFALGAR LPO,LPO,OPEN,,103B PRINCES HIGHWAY,TRAFALGAR VIC,VIC,3824,Rural,Small Rural,-38.20807,146.15618
316398,STRATHDALE LPO,LPO,OPEN,STRATH VILLAGE SHOPPING CENTRE,SHOP 50 134 CONDON STREET,KENNINGTON VIC,VIC,3550,Rural,Large Rural,-36.77473,144.30516
316400,VIOLET TOWN LPO,LPO,OPEN,,27 COWSLIP STREET,VIOLET TOWN VIC,VIC,3669,Rural,Other Rural,-36.637215,145.718363
316419,ARMADALE LPO,LPO,OPEN,,1006 HIGH STREET,ARMADALE  VIC,VIC,3143,Metro,Capital,-37.85549,145.01961
316507,STREATHAM CPA,CPA,OPEN,STREATHAM GENERAL STORE,28 CAMPBELL STREET,STREATHAM VIC,VIC,3351,Rural,Other Rural,-37.679694,143.060939
317067,NEWPORT LPO,LPO,OPEN,,6 HALL STREET,NEWPORT VIC,VIC,3015,Metro,Capital,-37.84399,144.88442
317163,WINCHELSEA LPO,LPO,OPEN,,19 HESSE STREET,WINCHELSEA VIC,VIC,3241,Rural,Other Rural,-38.243842,143.989501
318369,TULLAMARINE POST SHOP,RP,OPEN,,UNIT 3 5 TULLAMARINE PARK ROAD,TULLAMARINE VIC,VIC,3043,Metro,Capital,-37.71436694,144.8608297
318748,GROVEDALE EAST LPO,LPO,OPEN,,19 PETER STREET,GROVEDALE  VIC,VIC,3216,Metro,Other Metro,-38.2062,144.33803
318756,GOLDEN SQUARE LPO,LPO,OPEN,,301 HIGH STREET,GOLDEN SQUARE  VIC,VIC,3555,Rural,Large Rural,-36.771065,144.262041
318764,PARKVILLE LPO,LPO,OPEN,,69 FITZGIBBON STREET,PARKVILLE VIC,VIC,3052,Metro,Capital,-37.79449,144.95681
318772,FOSTER LPO,LPO,OPEN,,22 MAIN STREET,FOSTER VIC,VIC,3960,Rural,Other Rural,-38.65258,146.20191
318780,FITZROY POST SHOP,RP,OPEN,,371-385 GORE STREET,FITZROY VIC,VIC,3065,Metro,Capital,-37.79774,144.98299
319062,VERMONT LPO,LPO,OPEN,,SHOP 3 580-584 CANTERBURY ROAD,VERMONT VIC,VIC,3133,Metro,Capital,-37.83659,145.194079
319118,HIGHETT LPO,LPO,OPEN,,306 HIGHETT ROAD,HIGHETT VIC,VIC,3190,Metro,Capital,-37.94889,145.04272
319126,RAINBOW LPO,LPO,OPEN,,27 FEDERAL STREET,RAINBOW VIC,VIC,3424,Rural,Other Rural,-35.89692,141.99383
319302,INGLEWOOD LPO,LPO,OPEN,,85 GRANT STREET,INGLEWOOD VIC,VIC,3517,Rural,Other Rural,-36.5762,143.86991
319310,CHARLTON LPO,LPO,OPEN,,68 HIGH STREET,CHARLTON VIC,VIC,3525,Rural,Other Rural,-36.2694,143.35131
319345,THORNBURY LPO,LPO,OPEN,,705 HIGH STREET,THORNBURY VIC,VIC,3071,Metro,Capital,-37.75943,145.00028
319484,HAWKSBURN LPO,LPO,OPEN,,SHOP 1 589 MALVERN ROAD,TOORAK VIC,VIC,3142,Metro,Capital,-37.848319,145.00596
319492,BRUNSWICK EAST LPO,LPO,OPEN,,167 LYGON STREET,BRUNSWICK EAST VIC,VIC,3057,Metro,Capital,-37.77302,144.97121
319505,BRUNSWICK WEST LPO,LPO,OPEN,,53 MELVILLE ROAD,BRUNSWICK WEST VIC,VIC,3055,Metro,Capital,-37.76468,144.94359
319513,ROMSEY LPO,LPO,OPEN,,SHOP 1 107 MAIN STREET,ROMSEY VIC,VIC,3434,Rural,Other Rural,-37.34789,144.74241
319839,WERRIBEE PLAZA POST SHOP,RP,OPEN,WERRIBEE PLAZA SHOPPING CENTRE,SHOP T070 250 HEATHS ROAD,HOPPERS CROSSING VIC,VIC,3029,Metro,Capital,-37.876878,144.67907
319943,WINDSOR LPO,LPO,OPEN,,71 CHAPEL STREET,WINDSOR VIC,VIC,3181,Metro,Capital,-37.85499,144.99271
319951,PASCOE VALE SOUTH LPO,LPO,OPEN,,372-380 BELL STREET,PASCOE VALE SOUTH VIC,VIC,3044,Metro,Capital,-37.73929,144.94711
319978,WYCHEPROOF LPO,LPO,OPEN,,300 BROADWAY,WYCHEPROOF VIC,VIC,3527,Rural,Other Rural,-36.0776,143.22631
320194,CLIFTON HILL LPO,LPO,OPEN,,179 QUEENS PARADE,CLIFTON HILL VIC,VIC,3068,Metro,Capital,-37.78862,144.99194
320231,FITZROY NORTH LPO,LPO,OPEN,,155 SCOTCHMER STREET,FITZROY NORTH VIC,VIC,3068,Metro,Capital,-37.7832,144.98421
320258,SOUTH MELBOURNE MARKET STREET,RP,OPEN,,100 MARKET STREET,SOUTH MELBOURNE VIC,VIC,3205,Metro,Capital,-37.83017,144.95808
320303,HEYFIELD LPO,LPO,OPEN,,SHOP 1 58 TEMPLE STREET,HEYFIELD VIC,VIC,3858,Rural,Other Rural,-37.9836,146.7848
320338,KANIVA LPO,LPO,OPEN,,49 COMMERCIAL STREET,KANIVA VIC,VIC,3419,Remote,Other Remote,-36.37833,141.23795
320354,DOVETON LPO,LPO,OPEN,,3 AUTUMN PLACE,DOVETON VIC,VIC,3177,Metro,Capital,-37.99459,145.24001
320469,HMAS CERBERUS LPO,LPO,OPEN,NAVAL BASE BUILDING 190,190 PHILLIP ROAD,HMAS CERBERUS VIC,VIC,3920,Metro,Capital,-38.368365,145.186341
320485,BUNYIP LPO,LPO,OPEN,,21 HIGH STREET,BUNYIP VIC,VIC,3815,Metro,Capital,-38.09699,145.71881
320493,NEWBOROUGH LPO,LPO,OPEN,,38 RUTHERGLEN ROAD,NEWBOROUGH  VIC,VIC,3825,Rural,Small Rural,-38.18428,146.2915
320901,IRYMPLE LPO,LPO,OPEN,,UNIT 2 2109 FIFTEENTH STREET,IRYMPLE VIC,VIC,3498,Rural,Small Rural,-34.232775,142.16786
320928,DARETON LPO,LPO,OPEN,,24 TAPIO STREET,DARETON NSW,NSW,2717,Remote,Other Remote,-34.09561,142.0424
321189,CRESWICK LPO,LPO,OPEN,,81 ALBERT STREET,CRESWICK VIC,VIC,3363,Rural,Other Rural,-37.425,143.89402
321197,DUNOLLY LPO,LPO,OPEN,,102 BROADWAY,DUNOLLY VIC,VIC,3472,Rural,Other Rural,-36.8595,143.73202
321218,EDENHOPE LPO,LPO,OPEN,,57 ELIZABETH STREET,EDENHOPE VIC,VIC,3318,Rural,Other Rural,-37.03643,141.29686
321277,RUSHWORTH LPO,LPO,OPEN,,2 HIGH STREET,RUSHWORTH VIC,VIC,3612,Rural,Other Rural,-36.58469,145.01509
321285,LORNE LPO,LPO,OPEN,CUMBERLAND PLAZA,SHOP 3 154 MOUNTJOY PARADE,LORNE VIC,VIC,3232,Rural,Other Rural,-38.54261,143.97524
321576,ELMORE LPO,LPO,OPEN,,65 RAILWAY PLACE,ELMORE  VIC,VIC,3558,Rural,Other Rural,-36.49329,144.6101
321592,OAKLEIGH SOUTH LPO,LPO,OPEN,THE LINKS,SHOP T1 348 WARRIGAL ROAD,OAKLEIGH SOUTH VIC,VIC,3167,Metro,Capital,-37.92188,145.08287
321621,NAGAMBIE LPO,LPO,OPEN,,302 HIGH STREET,NAGAMBIE VIC,VIC,3608,Rural,Other Rural,-36.78599,145.15469
321648,NATHALIA LPO,LPO,OPEN,,52 BLAKE STREET,NATHALIA VIC,VIC,3638,Rural,Other Rural,-36.06058,145.20418
321699,KOROIT LPO,LPO,OPEN,,99 COMMERCIAL ROAD,KOROIT VIC,VIC,3282,Rural,Other Rural,-38.29242,142.36956
321701,MEADOW HEIGHTS LPO,LPO,OPEN,MEADOW HEIGHTS SHOPPING CENTRE,SHOP 11 55 PARINGA BOULEVARD,MEADOW HEIGHTS VIC,VIC,3048,Metro,Capital,-37.64994,144.92201
321760,WENTWORTH LPO,LPO,OPEN,,60 DARLING STREET,WENTWORTH NSW,NSW,2648,Remote,Other Remote,-34.10661,141.9192
321808,BENTLEIGH EAST POST SHOP,RP,OPEN,,714 CENTRE ROAD,BENTLEIGH EAST  VIC,VIC,3165,Metro,Capital,-37.92115,145.05832
321867,DONALD LPO,LPO,OPEN,,64 WOODS STREET,DONALD VIC,VIC,3480,Rural,Other Rural,-36.37061,142.98332
321875,BIRCHIP LPO,LPO,OPEN,,79A CUMMING AVENUE,BIRCHIP  VIC,VIC,3483,Rural,Other Rural,-35.97991,142.91761
321904,GLEN IRIS LPO,LPO,OPEN,,1626 HIGH STREET,GLEN IRIS  VIC,VIC,3146,Metro,Capital,-37.86019,145.05771
322165,BEAUFORT LPO,LPO,OPEN,,13 LAWRENCE STREET,BEAUFORT  VIC,VIC,3373,Rural,Other Rural,-37.42911,143.38243
322173,PUCKAPUNYAL LPO,LPO,OPEN,,SHOP 11 1 LABUAN STREET,PUCKAPUNYAL VIC,VIC,3662,Rural,Other Rural,-36.99899,145.0466
322317,APOLLO BAY LPO,LPO,OPEN,,SHOP 1 155-159 GREAT OCEAN ROAD,APOLLO BAY  VIC,VIC,3233,Rural,Other Rural,-38.754929,143.668858
322456,ESSENDON NORTH LPO,LPO,OPEN,,1085 MT ALEXANDER ROAD,ESSENDON VIC,VIC,3040,Metro,Capital,-37.74429,144.91001
322480,DIMBOOLA LPO,LPO,OPEN,,65 LLOYD STREET,DIMBOOLA VIC,VIC,3414,Rural,Other Rural,-36.45651,142.02813
322624,AVOCA LPO,LPO,OPEN,,124 HIGH STREET,AVOCA  VIC,VIC,3467,Rural,Other Rural,-37.08831,143.47322
324339,ALTONA MEADOWS LPO,LPO,OPEN,CENTRAL SQUARE SHOPPING CENTRE,SHOP 24 23 CENTRAL AVENUE,ALTONA MEADOWS  VIC,VIC,3028,Metro,Capital,-37.87169,144.77732
324347,COLERAINE LPO,LPO,OPEN,,80 WHYTE STREET,COLERAINE VIC,VIC,3315,Rural,Other Rural,-37.59863,141.69176
324435,CHURCH STREET POST SHOP,RP,OPEN,,17 CHURCH STREET,TRARALGON VIC,VIC,3844,Rural,Small Rural,-38.19708,146.53509
324638,MURTOA LPO,LPO,OPEN,,58 MCDONALD STREET,MURTOA VIC,VIC,3390,Rural,Other Rural,-36.62072,142.47013
325024,AIREYS INLET LPO,LPO,OPEN,,SHOP 1 44 GREAT OCEAN ROAD,AIREYS INLET  VIC,VIC,3231,Rural,Other Rural,-38.459201,144.10728
325032,MELB FRANKLIN ST POST SHOP,RP,OPEN,,GROUND FLOOR 58 FRANKLIN STREET,MELBOURNE VIC,VIC,3000,Metro,Capital,-37.807874,144.960904
325059,ESSENDON FIELDS LPO,LPO,OPEN,ESSENDON FIELDS SHOPPING CENTRE,UNIT 11 30 ENGLISH STREET,ESSENDON FIELDS VIC,VIC,3041,Metro,Capital,-37.7258,144.8953
325075,ALBERT PARK POST SHOP,RP,OPEN,,97 VICTORIA AVENUE,ALBERT PARK  VIC,VIC,3206,Metro,Capital,-37.84446,144.95097
325139,ALLANSFORD LPO,LPO,OPEN,,137 ZIEGLER PARADE,ALLANSFORD  VIC,VIC,3277,Rural,Other Rural,-38.38652,142.60616
325155,ALPHINGTON LPO,LPO,OPEN,,730 HEIDELBERG ROAD,ALPHINGTON  VIC,VIC,3078,Metro,Capital,-37.78103,145.03089
325198,ALTONA POST SHOP,RP,OPEN,,44-48 PIER STREET,ALTONA  VIC,VIC,3018,Metro,Capital,-37.86919,144.83042
325200,ALTONA EAST LPO,LPO,OPEN,,FACTORY 3 230 BLACKSHAWS ROAD,ALTONA NORTH  VIC,VIC,3025,Metro,Capital,-37.83246,144.861498
325219,ALTONA NORTH POST SHOP,RP,OPEN,,2 DUKE STREET,ALTONA NORTH  VIC,VIC,3025,Metro,Capital,-37.83429,144.84572
325286,AMPHITHEATRE LPO,LPO,OPEN,,75 BAILEY STREET,AMPHITHEATRE  VIC,VIC,3468,Rural,Other Rural,-37.18201,143.39753
325315,ANGLESEA LPO,LPO,OPEN,,99 GREAT OCEAN ROAD,ANGLESEA  VIC,VIC,3230,Rural,Other Rural,-38.404552,144.189191
325358,APPIN PARK LPO,LPO,OPEN,,94 APPIN STREET,WANGARATTA VIC,VIC,3677,Rural,Small Rural,-36.348297,146.300138
325374,APSLEY LPO,LPO,OPEN,,54 WALLACE STREET,APSLEY  VIC,VIC,3319,Rural,Other Rural,-36.968204,141.083457
325382,ARARAT POST SHOP,RP,OPEN,,93 BARKLY STREET,ARARAT  VIC,VIC,3377,Rural,Other Rural,-37.28431,142.92764
325497,ARDMONA LPO,LPO,OPEN,,80 LENNE ROAD,ARDMONA  VIC,VIC,3629,Rural,Large Rural,-36.38343,145.29735
325577,ASHBURTON POST SHOP,RP,OPEN,,291 HIGH STREET,ASHBURTON  VIC,VIC,3147,Metro,Capital,-37.86347,145.08152
325614,ASHWOOD LPO,LPO,OPEN,,503 WARRIGAL ROAD,ASHWOOD VIC,VIC,3147,Metro,Capital,-37.86439,145.09321
325622,ASPENDALE LPO,LPO,OPEN,,129 STATION STREET,ASPENDALE  VIC,VIC,3195,Metro,Capital,-38.02659,145.10212
325630,AUBURN LPO,LPO,OPEN,,591 BURWOOD ROAD,HAWTHORN EAST VIC,VIC,3123,Metro,Capital,-37.82379,145.04521
325673,AUBURN SOUTH LPO,LPO,OPEN,,275 AUBURN ROAD,HAWTHORN VIC,VIC,3122,Metro,Capital,-37.82979,145.04381
325681,AVENEL LPO,LPO,OPEN,,2 LONGWOOD ROAD,AVENEL  VIC,VIC,3664,Rural,Other Rural,-36.89289,145.22959
325745,AXEDALE LPO,LPO,OPEN,,101 HIGH STREET,AXEDALE  VIC,VIC,3551,Rural,Other Rural,-36.78749,144.5036
325809,BAIRNSDALE POST SHOP,RP,OPEN,,16-18 NICHOLSON STREET,BAIRNSDALE  VIC,VIC,3875,Rural,Small Rural,-37.82426,147.63147
325841,BALACLAVA POST SHOP,RP,OPEN,,244 CARLISLE STREET,BALACLAVA  VIC,VIC,3183,Metro,Capital,-37.86846,144.9923
325868,BALLAN LPO,LPO,OPEN,,125 INGLIS STREET,BALLAN  VIC,VIC,3342,Rural,Other Rural,-37.5997,144.22622
325876,BALLARAT POST SHOP,RP,OPEN,CENTRAL SQUARE,SHOP 31 10-16 ARMSTRONG STREET SOUTH,BALLARAT CENTRAL VIC,VIC,3350,Rural,Large Rural,-37.564591,143.855773
325913,BAKERY HILL POST SHOP,RP,OPEN,,26-36 HUMFFRAY STREET NORTH,BAKERY HILL VIC,VIC,3350,Rural,Large Rural,-37.561692,143.866144
325921,BALLARAT NORTH LPO,LPO,OPEN,,805 DOVETON STREET NORTH,BALLARAT  VIC,VIC,3350,Rural,Large Rural,-37.5445,143.85803
325956,BALLARAT WEST LPO,LPO,OPEN,,1102 STURT STREET,BALLARAT  VIC,VIC,3350,Rural,Large Rural,-37.56,143.84433
325972,BALMORAL LPO,LPO,OPEN,,11 GLEN DINNING STREET,BALMORAL  VIC,VIC,3407,Rural,Other Rural,-37.24783,141.84105
325980,BALNARRING LPO,LPO,OPEN,,SHOP 3 3050 FRANKSTON-FLINDERS ROAD,BALNARRING  VIC,VIC,3926,Metro,Capital,-38.373765,145.124139
326035,BALWYN EAST LPO,LPO,OPEN,,387 BELMORE ROAD,BALWYN VIC,VIC,3103,Metro,Capital,-37.80312,145.10274
326115,BANNOCKBURN LPO,LPO,OPEN,,SHOP 8  4-6 HIGH STREET,BANNOCKBURN  VIC,VIC,3331,Rural,Other Rural,-38.04497,144.17249
326123,BANYULE LPO,LPO,OPEN,,55 GREVILLE ROAD,ROSANNA VIC,VIC,3084,Metro,Capital,-37.74629,145.07731
326158,BAREENA LPO,LPO,OPEN,,9 RETREAT ROAD,NEWTOWN VIC,VIC,3220,Metro,Other Metro,-38.1501,144.34533
326174,HAWTHORN LPO,LPO,OPEN,,782 GLENFERRIE ROAD,HAWTHORN VIC,VIC,3122,Metro,Capital,-37.81739,145.03641
326211,BARNAWARTHA LPO,LPO,OPEN,,37 HIGH STREET,BARNAWARTHA  VIC,VIC,3688,Rural,Other Rural,-36.10587,146.67296
326246,BARWON HEADS LPO,LPO,OPEN,,70 HITCHCOCK AVENUE,BARWON HEADS  VIC,VIC,3227,Rural,Small Rural,-38.280147,144.492141
326270,BASS LPO,LPO,OPEN,,6 HADE AVENUE,BASS  VIC,VIC,3991,Rural,Other Rural,-38.48796,145.46423
326289,BATMAN LPO,LPO,OPEN,,93 GAFFNEY STREET,COBURG VIC,VIC,3058,Metro,Capital,-37.73355,144.95924
326297,BAXTER LPO,LPO,OPEN,,72 BAXTER-TOORADIN ROAD,BAXTER  VIC,VIC,3911,Metro,Capital,-38.19529,145.15812
326334,BAYLES LPO,LPO,OPEN,,675 KOO WEE RUP-LONGWARRY ROAD,BAYLES  VIC,VIC,3981,Metro,Capital,-38.177976,145.571878
326350,BEACONSFIELD LPO,LPO,OPEN,,SHOP 9 55 OLD PRINCES HIGHWAY,BEACONSFIELD  VIC,VIC,3807,Metro,Capital,-38.04476,145.36883
326393,BEACONSFIELD UPPER LPO,LPO,OPEN,,23-25 BEACONSFIELD-EMERALD ROAD,BEACONSFIELD UPPER  VIC,VIC,3808,Metro,Capital,-38.003935,145.40928
326406,BEALIBA LPO,LPO,OPEN,,39 MAIN STREET,BEALIBA  VIC,VIC,3475,Rural,Other Rural,-36.7895,143.54972
326457,BEAUMARIS LPO,LPO,OPEN,,28 EAST CONCOURSE,BEAUMARIS  VIC,VIC,3193,Metro,Capital,-37.98609,145.03482
326510,BEDFORD ROAD LPO,LPO,OPEN,,93 BEDFORD ROAD,RINGWOOD EAST VIC,VIC,3135,Metro,Capital,-37.81899,145.24381
326529,BEEAC LPO,LPO,OPEN,,65 MAIN STREET,BEEAC  VIC,VIC,3251,Rural,Small Rural,-38.19581,143.63904
326537,BEMM RIVER CPA,CPA,OPEN,,20-26 SYDENHAM INLET ROAD,BEMM RIVER VIC,VIC,3889,Remote,Other Remote,-37.758756,148.967531
